Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,total_units_credited,total_units_enrolled,total_units_evaluations,total_units_approved,total_units_grade,total_units_without_evaluations,Status
Single,17,1,Other,1,Secondary Education,126.0,Europe,Other,Basic Education,Manual Labor,Service,122.2,0,0,0,1,Female,Yes,19,No,8.9,1.4,3.51,0,12,15,12,13.666666666666666,0,Graduate
Single,1,1,Other,1,Secondary Education,133.1,Europe,Basic Education,Secondary Education,Technical and Administrative,Service,146.0,0,0,1,1,Female,No,20,No,16.2,0.3,-0.92,0,12,12,11,12.083333333333332,0,Graduate
Single,17,2,Other,1,Secondary Education,114.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Student,108.8,1,0,0,1,Female,No,18,No,13.9,-0.3,0.79,0,14,20,11,12.366666666666667,0,Enrolled
Single,43,1,Engineering and Technology,1,Secondary Education,133.0,Europe,Secondary Education,Secondary Education,Service Workers,Manual Labor,133.0,0,0,0,1,Female,No,18,No,15.5,2.8,-4.06,0,0,0,0,0.0,0,Enrolled
Single,17,1,Other,1,Secondary Education,130.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,123.8,0,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,10,13,9,12.0,0,Graduate
Single,17,3,Other,1,Secondary Education,127.0,Europe,Secondary Education,Secondary Education,Service Workers,Manual Labor,120.0,0,0,0,1,Female,No,18,No,8.9,1.4,3.51,0,12,6,0,0.0,0,Dropout
Single,17,3,Health and Social Sciences,1,Secondary Education,143.0,Europe,Basic Education,Basic Education,Student,Manual Labor,126.9,1,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,12,20,11,11.333333333333332,0,Graduate
Single,18,4,Other,1,Secondary Education,130.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,121.3,1,0,0,1,Female,No,20,No,15.5,2.8,-4.06,0,12,20,11,11.785714285714285,0,Dropout
Single,17,3,Health and Social Sciences,1,Secondary Education,136.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,129.0,1,0,0,1,Female,Yes,19,No,12.4,0.5,1.79,0,15,17,15,12.929285714285715,0,Graduate
Single,1,1,Other,1,Secondary Education,125.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,114.9,1,0,1,0,Female,No,21,No,15.5,2.8,-4.06,0,12,15,6,12.166666666666666,0,Dropout
Single,17,1,Other,1,Higher Education,110.0,Europe,Other,Higher Education,Service Workers,Manual Labor,106.5,1,0,1,0,Female,No,20,No,10.8,1.4,1.74,0,12,15,0,0.0,0,Dropout
Single,1,1,Health and Social Sciences,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,133.9,1,0,0,1,Female,No,18,No,9.4,-0.8,-3.12,0,12,18,9,11.725,0,Graduate
Single,1,1,Other,1,Secondary Education,135.0,Europe,Secondary Education,Higher Education,Service Workers,Professional,124.9,0,0,0,1,Female,Yes,20,No,10.8,1.4,1.74,0,12,13,12,12.75,0,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,133.0,Europe,Secondary Education,Basic Education,Professional,Manual Labor,128.5,1,0,0,1,Female,Yes,19,No,9.4,-0.8,-3.12,0,16,16,16,14.07125,0,Graduate
Single,1,1,Health and Social Sciences,1,Higher Education,122.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,126.2,1,0,0,1,Female,No,22,No,9.4,-0.8,-3.12,0,10,23,9,13.725,7,Dropout
Single,17,1,Other,1,Secondary Education,122.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,121.7,1,0,0,0,Female,No,22,No,9.4,-0.8,-3.12,0,8,2,0,0.0,2,Dropout
Single,1,2,Other,1,Secondary Education,121.0,Europe,Basic Education,Basic Education,Manual Labor,Service,120.0,1,0,0,1,Female,No,18,No,10.8,1.4,1.74,0,12,18,7,11.125,0,Enrolled
Single,43,1,Business and Management,1,Secondary Education,123.0,Europe,Higher Education,Secondary Education,Manual Labor,Manual Labor,113.2,0,0,0,1,Female,No,21,No,7.6,2.6,0.32,7,20,34,13,10.869047619047619,2,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,128.0,Europe,Secondary Education,Secondary Education,Student,Service,120.3,1,0,0,1,Female,No,19,No,7.6,2.6,0.32,0,12,20,7,12.3,0,Graduate
Single,1,4,Engineering and Technology,1,Secondary Education,139.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,127.8,1,0,0,1,Female,No,19,No,10.8,1.4,1.74,0,0,0,0,0.0,0,Dropout
Single,1,2,Health and Social Sciences,1,Secondary Education,124.0,Europe,Other,Other,Student,Student,123.3,1,0,0,1,Female,Yes,20,No,9.4,-0.8,-3.12,0,16,16,14,14.901428571428571,2,Dropout
Single,1,3,Health and Social Sciences,1,Secondary Education,135.0,Europe,Basic Education,Secondary Education,Manual Labor,Manual Labor,126.3,1,0,1,1,Female,Yes,18,No,15.5,2.8,-4.06,0,15,17,15,12.547777777777778,0,Graduate
Single,51,1,Business and Management,0,Higher Education,110.0,Europe,Secondary Education,Basic Education,Service Workers,Manual Labor,128.2,0,0,0,0,Female,No,22,No,8.9,1.4,3.51,12,17,17,12,10.8,0,Dropout
Single,17,4,Health and Social Sciences,1,Secondary Education,138.0,Europe,Secondary Education,Other,Student,Manual Labor,134.9,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,10,16,9,12.533333333333333,0,Graduate
Single,44,1,Other,1,Other,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,140.0,0,0,0,1,Female,No,19,No,12.4,0.5,1.79,0,12,14,12,12.333333333333332,0,Graduate
Single,1,5,Health and Social Sciences,1,Secondary Education,126.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,115.5,1,0,0,1,Female,Yes,19,No,12.4,0.5,1.79,0,15,18,14,12.732142857142858,0,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,113.0,Europe,Basic Education,Secondary Education,Manual Labor,Manual Labor,106.7,1,0,0,1,Female,Yes,20,No,11.1,0.6,2.02,0,14,18,11,12.559999999999999,0,Enrolled
Single,39,1,Business and Management,0,Secondary Education,120.0,Europe,Basic Education,Basic Education,Technical and Administrative,Professional,140.0,0,0,0,1,Female,No,25,No,15.5,2.8,-4.06,0,10,22,6,11.0,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,145.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,136.6,0,0,0,1,Female,Yes,19,No,15.5,2.8,-4.06,0,15,22,13,13.90904761904762,0,Graduate
Single,18,1,Health and Social Sciences,1,Secondary Education,124.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,119.3,1,0,0,1,Female,No,19,No,9.4,-0.8,-3.12,0,16,16,16,13.11625,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,160.0,Europe,Higher Education,Basic Education,Professional,Manual Labor,152.0,1,0,0,0,Female,No,19,No,10.8,1.4,1.74,0,11,5,0,0.0,0,Dropout
Single,1,1,Health and Social Sciences,1,Secondary Education,138.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,144.3,0,0,0,1,Female,No,20,No,13.9,-0.3,0.79,0,15,17,13,13.135714285714286,0,Graduate
Single,39,2,Health and Social Sciences,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,159.0,1,0,0,1,Female,No,25,No,12.4,0.5,1.79,0,15,32,12,11.778571428571428,0,Enrolled
Single,17,1,Health and Social Sciences,1,Secondary Education,127.0,Europe,Secondary Education,Basic Education,Service Workers,Manual Labor,129.5,1,0,0,1,Female,Yes,20,No,7.6,2.6,0.32,0,14,14,12,12.333333333333334,0,Graduate
Single,39,1,Health and Social Sciences,1,Secondary Education,170.0,Europe,Basic Education,Secondary Education,Manual Labor,Manual Labor,140.0,1,0,0,1,Female,No,24,No,9.4,-0.8,-3.12,0,12,19,9,16.075,0,Enrolled
Single,1,3,Other,1,Secondary Education,111.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,105.4,0,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,10,12,10,13.266666666666666,0,Graduate
Single,42,1,Health and Social Sciences,1,Secondary Education,100.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,136.0,1,0,0,1,Female,No,21,No,15.5,2.8,-4.06,9,15,17,15,13.924652777777776,0,Graduate
Single,44,1,Other,1,Other,160.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,160.0,0,0,1,1,Female,Yes,19,No,15.5,2.8,-4.06,0,12,19,11,13.0,0,Graduate
Single,1,1,Other,1,Secondary Education,152.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,139.1,0,0,0,1,Female,Yes,19,No,16.2,0.3,-0.92,0,12,12,12,13.166666666666668,0,Graduate
Single,1,2,Other,1,Secondary Education,144.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,126.9,0,0,0,1,Female,Yes,21,No,9.4,-0.8,-3.12,0,10,10,9,13.1,0,Graduate
Single,39,1,Health and Social Sciences,1,Higher Education,133.8,Europe,Higher Education,Basic Education,Professional,Service,184.0,0,0,0,1,Female,No,28,No,15.5,2.8,-4.06,1,15,18,15,16.79388888888889,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,125.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,125.0,1,0,1,0,Female,Yes,19,No,10.8,1.4,1.74,0,12,16,10,10.8,0,Graduate
Single,1,1,Business and Management,1,Secondary Education,150.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,138.5,0,0,0,1,Female,Yes,18,No,12.4,0.5,1.79,0,10,11,10,13.8,0,Graduate
Other,17,5,Health and Social Sciences,1,Secondary Education,143.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,133.5,1,0,0,1,Female,Yes,18,No,12.7,3.7,-1.7,0,16,16,14,12.114285714285714,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,145.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,141.5,1,0,0,1,Female,Yes,18,No,9.4,-0.8,-3.12,0,16,16,16,13.05875,0,Graduate
Single,42,1,Health and Social Sciences,1,Secondary Education,120.0,Europe,Secondary Education,Higher Education,Manual Labor,Professional,130.0,1,0,0,1,Female,No,22,No,12.7,3.7,-1.7,8,16,16,14,13.285714285714286,0,Graduate
Single,1,1,Business and Management,1,Secondary Education,138.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,131.0,1,0,0,1,Female,No,19,No,12.4,0.5,1.79,0,10,17,7,10.833333333333332,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,145.0,Europe,Secondary Education,Secondary Education,Manual Labor,Service,145.0,0,0,0,1,Female,Yes,18,No,13.9,-0.3,0.79,0,15,15,15,14.616964285714285,0,Graduate
Single,17,1,Health and Social Sciences,1,Secondary Education,122.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,114.3,0,0,0,0,Female,No,20,No,15.5,2.8,-4.06,0,12,0,0,0.0,0,Dropout
Single,44,1,Engineering and Technology,1,Other,110.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,108.3,0,0,0,0,Female,No,26,No,12.4,0.5,1.79,7,19,21,7,11.125,0,Dropout
Single,1,3,Engineering and Technology,1,Secondary Education,136.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,125.2,1,0,0,1,Female,Yes,18,No,10.8,1.4,1.74,0,12,14,12,13.8125,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,145.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,131.7,1,0,0,1,Female,Yes,21,No,10.8,1.4,1.74,0,12,19,9,11.916666666666666,0,Dropout
Single,17,4,Health and Social Sciences,1,Secondary Education,141.0,Europe,Basic Education,Basic Education,Technical and Administrative,Professional,126.3,1,0,0,1,Female,No,18,No,10.8,1.4,1.74,0,16,16,14,13.297142857142855,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,149.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,147.6,1,0,0,1,Female,No,20,No,15.5,2.8,-4.06,0,12,23,12,14.086538461538462,0,Graduate
Single,1,6,Health and Social Sciences,1,Secondary Education,130.0,Europe,Basic Education,Secondary Education,Service Workers,Manual Labor,125.1,1,0,0,1,Female,No,18,No,15.5,2.8,-4.06,0,15,24,14,13.101666666666667,0,Graduate
Single,17,6,Business and Management,1,Secondary Education,121.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,123.8,0,0,0,1,Female,Yes,19,No,12.7,3.7,-1.7,0,10,13,8,11.7,0,Enrolled
Single,1,1,Other,1,Secondary Education,128.0,Europe,Secondary Education,Secondary Education,Professional,Professional,130.8,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,10,10,8,14.375,0,Dropout
Single,1,1,Other,1,Secondary Education,152.0,Europe,Secondary Education,Secondary Education,Manual Labor,Service,154.1,0,0,1,1,Female,Yes,18,No,12.7,3.7,-1.7,0,12,13,12,12.952380952380953,0,Graduate
Single,16,2,Business and Management,1,Secondary Education,132.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,122.6,1,0,0,1,Female,Yes,20,No,10.8,1.4,1.74,0,10,17,7,12.3125,0,Enrolled
Single,1,2,Health and Social Sciences,0,Secondary Education,107.0,Europe,Secondary Education,Basic Education,Student,Student,103.5,1,0,0,1,Female,No,22,No,7.6,2.6,0.32,0,12,16,10,12.8,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,131.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Service,132.8,1,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,0,0,0,0.0,0,Enrolled
Single,51,1,Business and Management,0,Secondary Education,141.0,Europe,Secondary Education,Basic Education,Service Workers,Manual Labor,100.0,0,0,0,1,Female,No,21,No,8.9,1.4,3.51,2,10,14,9,11.45,0,Graduate
Single,18,2,Other,1,Secondary Education,120.0,Europe,Secondary Education,Secondary Education,Manual Labor,Student,115.8,0,0,0,1,Female,No,18,No,13.9,-0.3,0.79,0,14,23,12,12.083333333333332,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,148.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,133.8,0,0,0,1,Female,No,18,No,12.7,3.7,-1.7,0,16,16,14,13.485714285714284,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,130.0,Europe,Other,Secondary Education,Technical and Administrative,Service,118.5,0,1,0,1,Female,Yes,18,No,8.9,1.4,3.51,0,12,14,12,11.642857142857142,0,Graduate
Single,17,1,Engineering and Technology,1,Secondary Education,145.0,Europe,Basic Education,Basic Education,Manual Labor,Professional,150.3,1,0,0,1,Female,No,19,No,15.5,2.8,-4.06,0,0,0,0,0.0,0,Dropout
Single,17,3,Business and Management,1,Secondary Education,112.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,107.8,1,0,0,1,Female,No,19,No,10.8,1.4,1.74,0,10,18,6,12.380952380952381,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,138.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,127.5,1,0,0,1,Female,No,19,No,16.2,0.3,-0.92,0,14,17,10,13.35,0,Enrolled
Single,1,3,Health and Social Sciences,1,Secondary Education,135.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,120.5,1,0,0,1,Female,No,19,No,10.8,1.4,1.74,0,16,22,14,13.258571428571427,0,Graduate
Single,1,1,Business and Management,1,Secondary Education,118.0,Europe,Secondary Education,Higher Education,Manual Labor,Service,117.3,1,0,0,1,Female,No,19,No,8.9,1.4,3.51,0,10,19,8,12.125,0,Enrolled
Single,17,1,Health and Social Sciences,1,Secondary Education,123.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,120.6,1,0,0,0,Female,No,19,No,10.8,1.4,1.74,0,12,24,4,10.833333333333332,0,Dropout
Single,16,4,Health and Social Sciences,1,Secondary Education,126.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,118.7,1,0,0,1,Female,Yes,21,No,8.9,1.4,3.51,0,12,13,12,13.035714285714285,0,Graduate
Single,1,2,Other,1,Secondary Education,150.0,South America,Secondary Education,Basic Education,Manual Labor,Manual Labor,130.8,0,0,0,1,Female,Yes,20,Yes,15.5,2.8,-4.06,0,12,18,10,11.816666666666666,0,Graduate
Single,1,1,Business and Management,1,Secondary Education,121.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,112.6,1,0,0,1,Female,Yes,20,No,11.1,0.6,2.02,0,10,14,10,13.742857142857144,0,Graduate
Single,39,1,Business and Management,0,Basic Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,117.2,0,0,0,1,Female,No,41,No,7.6,2.6,0.32,0,10,14,10,11.4,1,Graduate
Divorced,7,1,Health and Social Sciences,1,Higher Education,130.0,Europe,Basic Education,Basic Education,Technical and Administrative,Professional,130.0,1,0,0,1,Female,No,32,No,12.4,0.5,1.79,0,14,24,11,13.13125,0,Enrolled
Single,17,3,Health and Social Sciences,1,Secondary Education,139.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,131.8,1,0,0,1,Female,No,18,No,10.8,1.4,1.74,0,16,16,14,14.652857142857142,0,Graduate
Divorced,39,1,Health and Social Sciences,0,Secondary Education,160.0,Europe,Basic Education,Basic Education,Technical and Administrative,Service,97.0,0,0,0,1,Female,Yes,35,No,15.5,2.8,-4.06,0,12,15,12,11.333333333333334,0,Graduate
Single,39,1,Health and Social Sciences,1,Secondary Education,110.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,130.0,0,0,1,0,Female,No,32,No,16.2,0.3,-0.92,0,14,19,4,6.85,0,Dropout
Single,39,1,Health and Social Sciences,0,Higher Education,140.0,Europe,Secondary Education,Basic Education,Service Workers,Manual Labor,148.0,0,0,0,1,Female,No,37,No,12.4,0.5,1.79,11,19,19,19,14.238636363636363,0,Graduate
Married,39,2,Business and Management,1,Higher Education,130.0,Europe,Higher Education,Basic Education,Manual Labor,Manual Labor,103.4,0,0,0,1,Female,No,30,No,12.7,3.7,-1.7,7,15,21,14,11.446428571428571,0,Dropout
Single,43,2,Other,1,Secondary Education,132.0,Europe,Secondary Education,Secondary Education,Student,Student,127.1,0,0,0,1,Male,No,23,No,7.6,2.6,0.32,0,12,20,11,12.666666666666668,0,Graduate
Single,17,2,Other,1,Secondary Education,139.0,Europe,Higher Education,Secondary Education,Professional,Manual Labor,124.0,1,0,0,1,Female,Yes,20,No,15.5,2.8,-4.06,0,12,13,12,13.928571428571429,0,Dropout
Single,1,1,Other,1,Secondary Education,135.0,Europe,Secondary Education,Basic Education,Service Workers,Manual Labor,121.4,0,0,0,1,Male,No,21,No,9.4,-0.8,-3.12,0,10,13,8,11.625,0,Graduate
Single,1,1,Business and Management,1,Secondary Education,117.0,Europe,Basic Education,Secondary Education,Service Workers,Manual Labor,118.1,0,0,0,1,Male,No,19,No,12.4,0.5,1.79,0,10,11,10,12.2,0,Graduate
Single,17,4,Health and Social Sciences,1,Secondary Education,137.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,121.3,1,0,0,1,Male,Yes,18,No,10.8,1.4,1.74,0,16,16,14,15.07,0,Graduate
Single,42,1,Engineering and Technology,1,Secondary Education,144.0,Europe,Other,Other,Student,Student,119.5,0,0,0,1,Male,No,18,No,10.8,1.4,1.74,0,10,13,2,11.0,0,Dropout
Single,39,1,Business and Management,0,Secondary Education,130.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,115.2,0,0,0,1,Male,No,24,No,12.4,0.5,1.79,0,10,11,9,12.333333333333332,0,Enrolled
Single,18,1,Other,1,Secondary Education,140.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,130.2,1,0,0,1,Male,No,22,No,12.7,3.7,-1.7,0,12,22,8,12.8,0,Graduate
Single,17,4,Health and Social Sciences,1,Secondary Education,130.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,130.0,1,0,0,1,Male,No,18,No,16.2,0.3,-0.92,0,12,14,7,11.125,0,Dropout
Single,16,2,Health and Social Sciences,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,126.9,1,0,0,1,Female,No,18,No,9.4,-0.8,-3.12,0,12,19,11,12.869047619047619,0,Graduate
Single,1,2,Engineering and Technology,1,Secondary Education,152.0,South America,Higher Education,Secondary Education,Manual Labor,Professional,168.5,1,0,0,1,Male,No,21,Yes,16.2,0.3,-0.92,0,12,13,10,14.399999999999999,0,Graduate
Divorced,39,1,Health and Social Sciences,1,Secondary Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,130.0,0,0,1,1,Female,No,38,No,16.2,0.3,-0.92,0,14,27,5,10.916666666666668,0,Dropout
Single,18,1,Health and Social Sciences,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,122.8,0,0,0,1,Female,Yes,19,No,12.7,3.7,-1.7,0,15,22,15,12.56875,0,Graduate
Other,39,1,Health and Social Sciences,1,Secondary Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,110.0,0,0,0,1,Female,No,36,No,16.2,0.3,-0.92,0,14,26,7,11.916666666666668,0,Dropout
Single,16,1,Health and Social Sciences,1,Secondary Education,140.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,127.1,1,0,0,1,Female,No,18,No,12.7,3.7,-1.7,0,10,18,8,11.875,1,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,133.1,Europe,Secondary Education,Secondary Education,Service Workers,Service,108.5,1,0,0,1,Female,No,19,No,12.4,0.5,1.79,0,15,21,13,12.253125,0,Graduate
Single,53,1,Health and Social Sciences,1,Higher Education,140.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,138.2,0,0,1,0,Female,No,21,No,8.9,1.4,3.51,11,19,32,13,13.475,0,Dropout
Single,1,2,Health and Social Sciences,1,Secondary Education,133.1,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,96.0,1,0,0,1,Female,No,19,No,11.1,0.6,2.02,0,15,21,12,12.765833333333333,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,135.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,124.5,0,0,0,1,Female,Yes,18,No,16.2,0.3,-0.92,0,12,19,11,11.714285714285715,0,Graduate
Married,7,1,Health and Social Sciences,1,Higher Education,120.0,Europe,Basic Education,Secondary Education,Manual Labor,Manual Labor,120.0,1,0,0,1,Female,No,45,No,13.9,-0.3,0.79,13,21,23,21,12.83409090909091,0,Enrolled
Single,17,1,Business and Management,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,132.3,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,10,19,2,10.5,0,Dropout
Single,17,1,Health and Social Sciences,1,Secondary Education,128.0,Europe,Secondary Education,Secondary Education,Service Workers,Manual Labor,120.7,1,0,1,1,Female,No,18,No,13.9,-0.3,0.79,0,12,18,10,11.583333333333332,0,Graduate
Single,1,1,Other,1,Secondary Education,141.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,132.6,0,0,0,1,Female,Yes,18,No,11.1,0.6,2.02,0,12,15,12,13.571428571428571,0,Graduate
Single,7,2,Other,1,Higher Education,140.0,Europe,Other,Other,Student,Student,140.0,0,0,0,1,Female,No,25,No,10.8,1.4,1.74,0,10,18,0,0.0,7,Dropout
Single,1,6,Health and Social Sciences,1,Secondary Education,139.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,124.5,1,0,0,1,Female,No,19,No,10.8,1.4,1.74,0,16,18,14,12.04142857142857,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,142.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,142.0,1,0,0,1,Female,Yes,18,No,13.9,-0.3,0.79,0,0,0,0,0.0,0,Graduate
Single,7,1,Health and Social Sciences,1,Higher Education,130.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,130.0,0,0,0,1,Female,No,39,No,13.9,-0.3,0.79,21,25,30,25,14.176282051282051,0,Graduate
Married,39,1,Other,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,144.0,0,0,0,1,Female,No,29,No,15.5,2.8,-4.06,24,31,33,31,15.376068376068377,0,Graduate
Single,17,1,Other,1,Secondary Education,125.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,128.5,1,0,0,1,Female,No,18,No,13.9,-0.3,0.79,0,14,17,13,12.107142857142858,0,Enrolled
Single,7,1,Engineering and Technology,1,Higher Education,140.0,Europe,Basic Education,Higher Education,Manual Labor,Professional,140.0,0,0,0,0,Female,No,23,No,10.8,1.4,1.74,0,9,3,2,5.0,0,Dropout
Single,42,1,Other,1,Secondary Education,120.0,Europe,Secondary Education,Basic Education,Service Workers,Service,113.9,1,0,0,1,Female,No,21,No,12.7,3.7,-1.7,0,12,21,7,11.291666666666668,0,Dropout
Single,1,1,Health and Social Sciences,1,Secondary Education,147.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,137.2,0,0,0,0,Female,No,18,No,10.8,1.4,1.74,0,12,12,12,14.833333333333332,0,Graduate
Single,7,1,Health and Social Sciences,1,Higher Education,140.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,140.0,1,0,0,1,Female,No,23,No,12.4,0.5,1.79,0,12,15,12,15.973214285714285,0,Graduate
Single,1,1,Other,1,Secondary Education,161.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,152.3,0,0,0,1,Female,No,18,No,11.1,0.6,2.02,0,12,14,12,15.142857142857142,0,Graduate
Married,39,1,Health and Social Sciences,0,Basic Education,133.1,Europe,Basic Education,Basic Education,Technical and Administrative,Manual Labor,112.5,0,0,0,1,Female,No,32,No,9.4,-0.8,-3.12,0,12,15,11,12.983333333333334,0,Graduate
Married,39,2,Business and Management,1,Secondary Education,150.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,101.0,0,0,1,0,Female,No,29,No,10.8,1.4,1.74,0,10,22,5,12.733333333333334,0,Dropout
Single,1,6,Health and Social Sciences,1,Secondary Education,113.0,Europe,Secondary Education,Basic Education,Service Workers,Manual Labor,112.3,1,0,1,1,Female,Yes,20,No,8.9,1.4,3.51,0,12,16,9,11.675,0,Graduate
Single,39,1,Health and Social Sciences,1,Secondary Education,140.0,Europe,Other,Other,Student,Student,114.0,1,0,0,0,Female,No,28,No,9.4,-0.8,-3.12,0,12,23,1,6.5,0,Dropout
Single,7,1,Business and Management,1,Higher Education,130.0,Europe,Basic Education,Basic Education,Professional,Manual Labor,130.0,0,0,0,1,Female,No,27,No,10.8,1.4,1.74,0,10,20,7,12.8125,0,Graduate
Single,43,2,Health and Social Sciences,1,Secondary Education,120.0,Europe,Basic Education,Other,Student,Student,121.5,0,0,1,1,Female,No,22,No,7.6,2.6,0.32,22,28,28,24,12.333333333333334,4,Graduate
Married,39,1,Other,1,Basic Education,133.1,Europe,Secondary Education,Basic Education,Manual Labor,Service,120.0,0,0,1,1,Female,No,37,No,16.2,0.3,-0.92,0,12,22,12,12.8875,0,Enrolled
Single,7,1,Health and Social Sciences,0,Higher Education,130.0,Europe,Basic Education,Basic Education,Student,Service,130.0,0,0,0,0,Female,No,28,No,12.7,3.7,-1.7,0,12,12,1,5.5,0,Dropout
